doi,wos_id,year,journal,authors,title_wos
10.1086/679418,WOS000348356100009,2015,JCR,SHEN L;FISHBACH A;HSEE CK,THE MOTIVATING-UNCERTAINTY EFFECT: UNCERTAINTY INCREASES RESOURCE INVESTMENT IN THE PROCESS OF REWARD PURSUIT
10.1086/679652,WOS000350807600003,2015,JCR,DURANTE KM;ARSENA AR,PLAYING THE FIELD: THE EFFECT OF FERTILITY ON WOMEN'S DESIRE FOR VARIETY
10.1086/680082,WOS000350807600005,2015,JCR,HONG J;CHANG HH,``I'' FOLLOW MY HEART AND ``WE'' RELY ON REASONS: THE IMPACT OF SELF-CONSTRUAL ON RELIANCE ON FEELINGS VERSUS REASONS IN DECISION MAKING
10.1086/680087,WOS000350807600001,2015,JCR,RICHINS ML;CHAPLIN LN,MATERIAL PARENTING: HOW THE USE OF GOODS IN PARENTING FOSTERS MATERIALISM IN THE NEXT GENERATION
10.1086/680089,WOS000350807600006,2015,JCR,CHERNEV A;BLAIR S,DOING WELL BY DOING GOOD: THE BENEVOLENT HALO OF CORPORATE SOCIAL RESPONSIBILITY
10.1086/680667,WOS000350807600011,2015,JCR,HE SX;BOND SD,WHY IS THE CROWD DIVIDED? ATTRIBUTION FOR DISPERSION IN ONLINE WORD OF MOUTH
10.1086/680668,WOS000350807600010,2015,JCR,WOERMANN N;ROKKA J,TIMEFLOW: HOW CONSUMPTION PRACTICES SHAPE CONSUMERS' TEMPORAL EXPERIENCES
10.1086/680670,WOS000350807600009,2015,JCR,BARTELS DM;URMINSKY O,TO KNOW AND TO CARE: HOW AWARENESS AND VALUATION OF THE FUTURE JOINTLY SHAPE CONSUMER SPENDING
10.1086/680671,WOS000350807600008,2015,JCR,DOLBEC PY;FISCHER E,REFASHIONING A FIELD? CONNECTED CONSUMERS AND INSTITUTIONAL DYNAMICS IN MARKETS
10.1086/680673,WOS000350807600007,2015,JCR,CIAN L;KRISHNA A;ELDER RS,A SIGN OF THINGS TO COME: BEHAVIORAL CHANGE THROUGH DYNAMIC ICONOGRAPHY
10.1093/jcr/ucaa001,WOS000544020000003,2020,JCR,PARK SK;SELA A,"PRODUCT LINEUPS: THE MORE YOU SEARCH, THE LESS YOU FIND"
10.1093/jcr/ucaa003,WOS000593065700003,2020,JCR,MITTAL C;GRISKEVICIUS V;HAWS KL,FROM CRADLE TO GRAVE: HOW CHILDHOOD AND CURRENT ENVIRONMENTS IMPACT CONSUMERS' SUBJECTIVE LIFE EXPECTANCY AND DECISION-MAKING
10.1093/jcr/ucaa005,WOS000579083400005,2020,JCR,MELUMAD S;PHAM MT,THE SMARTPHONE AS A PACIFYING TECHNOLOGY
10.1093/jcr/ucaa006,WOS000579083400003,2020,JCR,VANBERGEN N;IRMAK C;SEVILLA J,PRODUCT ENTITATIVITY: HOW THE PRESENCE OF PRODUCT REPLICATES INCREASES PERCEIVED AND ACTUAL PRODUCT EFFICACY
10.1093/jcr/ucaa010,WOS000579083400002,2020,JCR,APPAU S;OZANNE JL;KLEIN JG,UNDERSTANDING DIFFICULT CONSUMER TRANSITIONS: THE IN/DIVIDUAL CONSUMER IN PERMANENT LIMINALITY
10.1093/jcr/ucaa011,WOS000579083400004,2020,JCR,KIDWELL B;LOPEZ-KIDWELL V;BLOCKER EM,BIRDS OF A FEATHER FEEL TOGETHER: EMOTIONAL ABILITY SIMILARITY IN CONSUMER INTERACTIONS
10.1093/jcr/ucaa012,WOS000579083400001,2020,JCR,CORNIL Y;GOMEZ P;VASILJEVIC D,FOOD AS FUEL: PERFORMANCE GOALS INCREASE THE CONSUMPTION OF HIGH-CALORIE FOODS AT THE EXPENSE OF GOOD NUTRITION
10.1093/jcr/ucaa013,WOS000595482500005,2020,JCR,FAN T;GAO L;STEINHART Y,THE SMALL PREDICTS LARGE EFFECT IN CROWDFUNDING
10.1093/jcr/ucaa015,WOS000595482500006,2020,JCR,SCHLEY DR;DE LANGHE B;LONG AR,"SYSTEM 1 IS NOT SCOPE INSENSITIVE: A NEW, DUAL-PROCESS ACCOUNT OF SUBJECTIVE VALUE"
10.1093/jcr/ucaa016,WOS000595482500002,2020,JCR,ZWEBNER Y;SCHRIFT RY,ON MY OWN: THE AVERSION TO BEING OBSERVED DURING THE PREFERENCE-CONSTRUCTION STAGE
10.1093/jcr/ucaa017,WOS000595482500004,2020,JCR,YAMIM AP;MAI R;WERLE COC,MAKE IT HOT? HOW FOOD TEMPERATURE (MIS)GUIDES PRODUCT JUDGMENTS
10.1093/jcr/ucaa018,WOS000579083400007,2020,JCR,GILL T,BLAME IT ON THE SELF-DRIVING CAR: HOW AUTONOMOUS VEHICLES CAN ALTER CONSUMER MORALITY
10.1093/jcr/ucaa020,WOS000593065700007,2020,JCR,DUNN L;WHITE K;DAHL DW,A LITTLE PIECE OF ME: WHEN MORTALITY REMINDERS LEAD TO GIVING TO OTHERS
10.1093/jcr/ucaa021,WOS000595482500007,2020,JCR,LUANGRATH AW;PECK J;GUSTAFSSON A,SHOULD I TOUCH THE CUSTOMER? RETHINKING INTERPERSONAL TOUCH EFFECTS FROM THE PERSPECTIVE OF THE TOUCH INITIATOR
10.1093/jcr/ucaa022,WOS000595482500008,2020,JCR,SHARIF MA;WOOLLEY K,THE EFFECT OF CATEGORIZATION ON GOAL PROGRESS PERCEPTIONS AND MOTIVATION
10.1093/jcr/ucaa024,WOS000579083400008,2020,JCR,NOVAK TP,A GENERALIZED FRAMEWORK FOR MORAL DILEMMAS INVOLVING AUTONOMOUS VEHICLES: A COMMENTARY ON GILL
10.1093/jcr/ucaa025,WOS000593065700004,2020,JCR,GALONI C;CARPENTER GS;RAO H,DISGUSTED AND AFRAID: CONSUMER CHOICES UNDER THE THREAT OF CONTAGIOUS DISEASE
10.1093/jcr/ucaa027,WOS000579083400009,2020,JCR,LAMBERTON C;GOLDSMITH K,"OWNERSHIP: A PERENNIAL PRIZE OR A FADING GOAL? A CURATION, FRAMEWORK, AND AGENDA FOR FUTURE RESEARCH"
10.1093/jcr/ucaa029,WOS000593065700005,2020,JCR,HUANG Y;SENGUPTA J,THE INFLUENCE OF DISEASE CUES ON PREFERENCE FOR TYPICAL VERSUS ATYPICAL PRODUCTS
10.1093/jcr/ucaa032,WOS000593065700006,2020,JCR,ROSS GR;MELOY MG;CARLSON KA,PREFERENCE REFINEMENT AFTER A BUDGET CONTRACTION
10.1093/jcr/ucaa034,WOS000593065700008,2020,JCR,SCOTT SE;ROZIN P;SMALL DA,CONSUMERS PREFER ``NATURAL'' MORE FOR PREVENTATIVES THAN FOR CURATIVES
10.1093/jcr/ucaa035,WOS000595482500003,2020,JCR,KALRA A;LIU X;ZHANG W,THE ZERO BIAS IN TARGET RETIREMENT FUND CHOICE
10.1093/jcr/ucaa036,WOS000593065700001,2020,JCR,CAMPBELL MC;INMAN JJ;KIRMANI A;PRICE LL,IN TIMES OF TROUBLE: A FRAMEWORK FOR UNDERSTANDING CONSUMERS' RESPONSES TO THREATS
10.1093/jcr/ucv001,WOS000356596900010,2015,JCR,BRADFORD TW;SHERRY JF,DOMESTICATING PUBLIC SPACE THROUGH RITUAL: TAILGATING AS VESTAVAL
10.1093/jcr/ucv002,WOS000356596900009,2015,JCR,LUEDICKE MK,INDIGENES' RESPONSES TO IMMIGRANTS' CONSUMER ACCULTURATION: A RELATIONAL CONFIGURATION ANALYSIS
10.1093/jcr/ucv003,WOS000356596900004,2015,JCR,MOORE SG,ATTITUDE PREDICTABILITY AND HELPFULNESS IN ONLINE REVIEWS: THE ROLE OF EXPLAINED ACTIONS AND REACTIONS
10.1093/jcr/ucv004,WOS000356596900011,2015,JCR,SCARABOTO D,"SELLING, SHARING, AND EVERYTHING IN BETWEEN: THE HYBRID ECONOMIES OF COLLABORATIVE NETWORKS"
10.1093/jcr/ucv005,WOS000356596900007,2015,JCR,SHEPHERD S;CHARTRAND TL;FITZSIMONS GJ,WHEN BRANDS REFLECT OUR IDEAL WORLD: THE VALUES AND BRAND PREFERENCES OF CONSUMERS WHO SUPPORT VERSUS REJECT SOCIETY'S DOMINANT IDEOLOGY
10.1093/jcr/ucv006,WOS000356596900005,2015,JCR,SWAMINATHAN V;GURHAN-CANLI Z;KUBAT C,"HOW, WHEN, AND WHY DO ATTRIBUTE-COMPLEMENTARY VERSUS ATTRIBUTE-SIMILAR COBRANDS AFFECT BRAND EVALUATIONS: A CONCEPT COMBINATION PERSPECTIVE"
10.1093/jcr/ucv007,WOS000356596900006,2015,JCR,TULLY SM;HERSHFIELD HE;MEYVIS T,SEEKING LASTING ENJOYMENT WITH LIMITED MONEY: FINANCIAL CONSTRAINTS INCREASE PREFERENCE FOR MATERIAL GOODS OVER EXPERIENCES
10.1093/jcr/ucv008,WOS000356596900008,2015,JCR,YANG H;STAMATOGIANNAKIS A;CHATTOPADHYAY A,PURSUING ATTAINMENT VERSUS MAINTENANCE GOALS: THE INTERPLAY OF SELF-CONSTRUAL AND GOAL TYPE ON CONSUMER MOTIVATION
10.1093/jcr/ucv009,WOS000356596900002,2015,JCR,WANG XS;BENDLE NT;MAI F;COTTE J,THE JOURNAL OF CONSUMER RESEARCH AT 40: A HISTORICAL ANALYSIS
10.1093/jcr/ucv010,WOS000360847100002,2015,JCR,O'GUINN TC;TANNER RJ;MAENG A,"TURNING TO SPACE: SOCIAL DENSITY, SOCIAL CLASS, AND THE VALUE OF THINGS IN STORES"
10.1093/jcr/ucv011,WOS000356596900003,2015,JCR,RAPP JM;HILL RP,"``LORDY, LORDY, LOOK WHO'S 40!'' THE JOURNAL OF CONSUMER RESEARCH REACHES A MILESTONE"
10.1093/jcr/ucv012,WOS000360847100005,2015,JCR,RATNER RK;HAMILTON RW,INHIBITED FROM BOWLING ALONE
10.1093/jcr/ucv013,WOS000360847100004,2015,JCR,THOMPSON CJ;USTUNER T,WOMEN SKATING ON THE EDGE: MARKETPLACE PERFORMANCES AS IDEOLOGICAL EDGEWORK
10.1093/jcr/ucv015,WOS000360847100006,2015,JCR,KIM HC;KRAMER T,DO MATERIALISTS PREFER THE ``BRAND-AS-SERVANT''? THE INTERACTIVE EFFECT OF ANTHROPOMORPHIZED BRAND ROLES AND MATERIALISM ON CONSUMER RESPONSES
10.1093/jcr/ucv016,WOS000360847100003,2015,JCR,RAHINEL R;AHLUWALIA R,ATTENTION MODES AND PRICE IMPORTANCE: HOW EXPERIENCING AND MIND-WANDERING INFLUENCE THE PRIORITIZATION OF CHANGEABLE STIMULI
10.1093/jcr/ucv017,WOS000360847100009,2015,JCR,HUR JD;KOO M;HOFMANN W,WHEN TEMPTATIONS COME ALIVE: HOW ANTHROPOMORPHISM UNDERMINES SELF-CONTROL
10.1093/jcr/ucv018,WOS000360847100007,2015,JCR,KUPOR DM;TORMALA ZL,"PERSUASION, INTERRUPTED: THE EFFECT OF MOMENTARY INTERRUPTIONS ON MESSAGE PROCESSING AND PERSUASION"
10.1093/jcr/ucv019,WOS000360847100008,2015,JCR,KWON J;NAYAKANKUPPAM D,STRENGTH WITHOUT ELABORATION: THE ROLE OF IMPLICIT SELF-THEORIES IN FORMING AND ACCESSING ATTITUDES
10.1093/jcr/ucv020,WOS000363253600002,2015,JCR,WEINBERGER MF,DOMINANT CONSUMPTION RITUALS AND INTRAGROUP BOUNDARY WORK: HOW NON-CELEBRANTS MANAGE CONFLICTING RELATIONAL AND IDENTITY GOALS
10.1093/jcr/ucv021,WOS000360847100001,2015,JCR,FESTJENS A;JANISZEWSKI C,THE VALUE OF TIME
10.1093/jcr/ucv022,WOS000363253600004,2015,JCR,HSEE CK;YANG Y;RUAN B,THE MERE-REACTION EFFECT: EVEN NONPOSITIVE AND NONINFORMATIVE REACTIONS CAN REINFORCE ACTIONS
10.1093/jcr/ucv023,WOS000363253600005,2015,JCR,DURANTE KM;GRISKEVICIUS V;REDDEN AE,SPENDING ON DAUGHTERS VERSUS SONS IN ECONOMIC RECESSIONS
10.1093/jcr/ucv024,WOS000363253600003,2015,JCR,ALLARD T;WHITE K,CROSS-DOMAIN EFFECTS OF GUILT ON DESIRE FOR SELF-IMPROVEMENT PRODUCTS
10.1093/jcr/ucv032,WOS000363253600006,2015,JCR,FARAJI-RAD A;SAMUELSEN BM;WARLOP L,ON THE PERSUASIVENESS OF SIMILAR OTHERS: THE ROLE OF MENTALIZING AND THE FEELING OF CERTAINTY
10.1093/jcr/ucv037,WOS000363253600008,2015,JCR,SALERNO A;LARAN J;JANISZEWSKI C,PRIDE AND REGULATORY BEHAVIOR: THE INFLUENCE OF APPRAISAL INFORMATION AND SELF-REGULATORY GOALS
10.1093/jcr/ucv038,WOS000363253600007,2015,JCR,VIKAS RM;VARMAN R;BELK RW,"STATUS, CASTE, AND MARKET IN A CHANGING INDIAN VILLAGE"
10.1093/jcr/ucv039,WOS000363253600001,2015,JCR,YANG AX;URMINSKY O,THE FORESIGHT EFFECT: LOCAL OPTIMISM MOTIVATES CONSISTENCY AND LOCAL PESSIMISM MOTIVATES VARIETY
10.1093/jcr/ucv040,WOS000369590600004,2015,JCR,CHUGANI SK;IRWIN JR;REDDEN JP,HAPPILY EVER AFTER: THE EFFECT OF IDENTITY-CONSISTENCY ON PRODUCT SATIATION
10.1093/jcr/ucv041,WOS000369590600001,2015,JCR,SCHRIFT RY;AMAR M,PAIN AND PREFERENCES: OBSERVED DECISIONAL CONFLICT AND THE CONVERGENCE OF PREFERENCES
10.1093/jcr/ucv042,WOS000369590600003,2015,JCR,MACDONNELL R;WHITE K,HOW CONSTRUALS OF MONEY VERSUS TIME IMPACT CONSUMER CHARITABLE GIVING
10.1093/jcr/ucv043,WOS000369590600002,2015,JCR,KLESSE AK;LEVAV J;GOUKENS C,THE EFFECT OF PREFERENCE EXPRESSION MODALITY ON SELF-CONTROL
10.1093/jcr/ucv044,WOS000369590600005,2015,JCR,WAN LC;WYER RS,CONSUMER REACTIONS TO ATTRACTIVE SERVICE PROVIDERS: APPROACH OR AVOID?
10.1093/jcr/ucv045,WOS000369590600006,2015,JCR,REINHOLTZ N;BARTELS DM;PARKER JR,ON THE MENTAL ACCOUNTING OF RESTRICTED-USE FUNDS: HOW GIFT CARDS CHANGE WHAT PEOPLE PURCHASE
10.1093/jcr/ucv046,WOS000369590600008,2015,JCR,CIAN L;KRISHNA A;SCHWARZ N,POSITIONING RATIONALITY AND EMOTION: RATIONALITY IS UP AND EMOTION IS DOWN
10.1093/jcr/ucv047,WOS000390562500001,2016,JCR,DE LANGHE B;FERNBACH PM;LICHTENSTEIN DR,NAVIGATING BY THE STARS: INVESTIGATING THE ACTUAL AND PERCEIVED VALIDITY OF ONLINE USER RATINGS
10.1093/jcr/ucv048,WOS000369590600007,2015,JCR,ROUX C;GOLDSMITH K;BONEZZI A,ON THE PSYCHOLOGY OF SCARCITY: WHEN REMINDERS OF RESOURCE SCARCITY PROMOTE SELFISH (AND GENEROUS) BEHAVIOR
10.1093/jcr/ucv049,WOS000390562000004,2016,JCR,JIANG Y;GORN GJ;GALLI M;CHATTOPADHYAY A,DOES YOUR COMPANY HAVE THE RIGHT LOGO? HOW AND WHY CIRCULAR- AND ANGULAR-LOGO SHAPES INFLUENCE BRAND ATTRIBUTE JUDGMENTS
10.1093/jcr/ucv050,WOS000390562000006,2016,JCR,NEWMAN CL;HOWLETT E;BURTON S,EFFECTS OF OBJECTIVE AND EVALUATIVE FRONT-OF-PACKAGE CUES ON FOOD EVALUATION AND CHOICE: THE MODERATING INFLUENCE OF COMPARATIVE AND NONCOMPARATIVE PROCESSING CONTEXTS
10.1093/jcr/ucv051,WOS000390562000007,2016,JCR,MEHTA R;ZHU M,CREATING WHEN YOU HAVE LESS: THE IMPACT OF RESOURCE SCARCITY ON PRODUCT USE CREATIVITY
10.1093/jcr/ucv052,WOS000390562000002,2016,JCR,TU Y;SHAW A;FISHBACH A,THE FRIENDLY TAKING EFFECT: HOW INTERPERSONAL CLOSENESS LEADS TO SEEMINGLY SELFISH YET JOINTLY MAXIMIZING CHOICE
10.1093/jcr/ucv053,WOS000390562000005,2016,JCR,ARVIDSSON A;CALIANDRO A,BRAND PUBLIC
10.1093/jcr/ucv054,WOS000390562000001,2016,JCR,SMITH RK;NEWMAN GE;DHAR R,CLOSER TO THE CREATOR: TEMPORAL CONTAGION EXPLAINS THE PREFERENCE FOR EARLIER SERIAL NUMBERS
10.1093/jcr/ucv056,WOS000390562000003,2016,JCR,SHAH AM;EISENKRAFT N;BETTMAN JR;CHARTRAND TL,``PAPER OR PLASTIC?'': HOW WE PAY INFLUENCES POST-TRANSACTION CONNECTION
10.1093/jcr/ucv057,WOS000390562000009,2016,JCR,CAI F;BAGCHI R;GAURI DK,BOOMERANG EFFECTS OF LOW PRICE DISCOUNTS: HOW LOW PRICE DISCOUNTS AFFECT PURCHASE PROPENSITY
10.1093/jcr/ucv058,WOS000390562000008,2016,JCR,VAN DE VEER E;VAN HERPEN E;VAN TRIJP HCM,BODY AND MIND: MINDFULNESS HELPS CONSUMERS TO COMPENSATE FOR PRIOR FOOD INTAKE BY ENHANCING THE RESPONSIVENESS TO PHYSIOLOGICAL CUES
10.1093/jcr/ucv059,WOS000390562500006,2016,JCR,ILYUK V;BLOCK L,THE EFFECTS OF SINGLE-SERVE PACKAGING ON CONSUMPTION CLOSURE AND JUDGMENTS OF PRODUCT EFFICACY
10.1093/jcr/ucv090,WOS000390562500002,2016,JCR,KOZINETS RV,"AMAZONIAN FORESTS AND TREES: MULTIPLICITY AND OBJECTIVITY IN STUDIES OF ONLINE CONSUMER-GENERATED RATINGS AND REVIEWS, A COMMENTARY ON DE LANGHE, FERNBACH, AND LICHTENSTEIN"
10.1093/jcr/ucv091,WOS000390562500003,2016,JCR,SIMONSON I,"IMPERFECT PROGRESS: AN OBJECTIVE QUALITY ASSESSMENT OF THE ROLE OF USER REVIEWS IN CONSUMER DECISION MAKING, A COMMENTARY ON DE LANGHE, FERNBACH, AND LICHTENSTEIN"
10.1093/jcr/ucv092,WOS000390562500004,2016,JCR,WINER RS;FADER PS,"OBJECTIVE VS. ONLINE RATINGS: ARE LOW CORRELATIONS UNEXPECTED AND DOES IT MATTER? A COMMENTARY ON DE LANGHE, FERNBACH, AND LICHTENSTEIN"
10.1093/jcr/ucv093,WOS000390562500008,2016,JCR,VALSESIA F;NUNES JC;ORDANINI A,WHAT WINS AWARDS IS NOT ALWAYS WHAT I BUY: HOW CREATIVE CONTROL AFFECTS AUTHENTICITY AND THUS RECOGNITION (BUT NOT LIKING)
10.1093/jcr/ucv094,WOS000390562500010,2016,JCR,GARVEY AM;GERMANN F;BOLTON LE,PERFORMANCE BRAND PLACEBOS: HOW BRANDS IMPROVE PERFORMANCE AND CONSUMERS TAKE THE CREDIT
10.1093/jcr/ucv095,WOS000390562500012,2016,JCR,ETKIN J,THE HIDDEN COST OF PERSONAL QUANTIFICATION
10.1093/jcr/ucv096,WOS000390562500007,2016,JCR,OLSON JG;MCFERRAN B;MORALES AC;DAHL DW,WEALTH AND WELFARE: DIVERGENT MORAL REACTIONS TO ETHICAL CONSUMER CHOICES
10.1093/jcr/ucv097,WOS000390562500009,2016,JCR,WEISS L;JOHAR GV,PRODUCTS AS SELF-EVALUATION STANDARDS: WHEN OWNED AND UNOWNED PRODUCTS HAVE OPPOSITE EFFECTS ON SELF-JUDGMENT
10.1093/jcr/ucv098,WOS000390562500011,2016,JCR,WOOLLEY K;FISHBACH A,FOR THE FUN OF IT: HARNESSING IMMEDIATE REWARDS TO INCREASE PERSISTENCE IN LONG-TERM GOALS
10.1093/jcr/ucw001,WOS000397935600005,2016,JCR,CHEN Z;BERGER J,HOW CONTENT ACQUISITION METHOD AFFECTS WORD OF MOUTH
10.1093/jcr/ucw002,WOS000390562500014,2016,JCR,GAO L;LI Y;WYER RS,CHOOSING BETWEEN TWO EVILS: THE DETERMINANTS OF PREFERENCES FOR TWO EQUALLY GOAL-INCONSISTENT OPTIONS
10.1093/jcr/ucw003,WOS000397935600003,2016,JCR,SUNDAR A;NOSEWORTHY TJ,"TOO EXCITING TO FAIL, TOO SINCERE TO SUCCEED: THE EFFECTS OF BRAND PERSONALITY ON SENSORY DISCONFIRMATION"
10.1093/jcr/ucw004,WOS000397935600008,2016,JCR,DHOLAKIA U;TAM L;YOON S;WONG N,THE ANT AND THE GRASSHOPPER: UNDERSTANDING PERSONAL SAVING ORIENTATION OF CONSUMERS
10.1093/jcr/ucw005,WOS000390562500013,2016,JCR,BLANCHARD SJ;CARLSON KA;HYODO JD,THE FAVOR REQUEST EFFECT: REQUESTING A FAVOR FROM CONSUMERS TO SEAL THE DEAL
10.1093/jcr/ucw006,WOS000397935600004,2016,JCR,DUBOIS D;RUCKER DD;GALINSKY AD,DYNAMICS OF COMMUNICATOR AND AUDIENCE POWER: THE PERSUASIVENESS OF COMPETENCE VERSUS WARMTH
10.1093/jcr/ucw007,WOS000390562500005,2016,JCR,DE LANGHE B;FERNBACH PM;LICHTENSTEIN DR,"STAR WARS: RESPONSE TO SIMONSON, WINER/FADER, AND KOZINETS"
10.1093/jcr/ucw008,WOS000397935600006,2016,JCR,ROMERO M;BISWAS D,"HEALTHY-LEFT, UNHEALTHY-RIGHT: CAN DISPLAYING HEALTHY ITEMS TO THE LEFT (VERSUS RIGHT) OF UNHEALTHY ITEMS NUDGE HEALTHIER CHOICES?"
10.1093/jcr/ucw009,WOS000397935600002,2016,JCR,PACKARD G;GERSHOFF AD;WOOTEN DB,WHEN BOASTFUL WORD OF MOUTH HELPS VERSUS HURTS SOCIAL PERCEPTIONS AND PERSUASION
10.1093/jcr/ucw010,WOS000397935600007,2016,JCR,PARKER JR;LEHMANN DR;XIE Y,DECISION COMFORT
10.1093/jcr/ucw011,WOS000397935600001,2016,JCR,TURE M;GER G,CONTINUITY THROUGH CHANGE: NAVIGATING TEMPORALITIES THROUGH HEIRLOOM REJUVENATION
10.1093/jcr/ucw012,WOS000397935600009,2016,JCR,SUMMERS CA;SMITH RW;RECZEK RW,AN AUDIENCE OF ONE: BEHAVIORALLY TARGETED ADS AS IMPLIED SOCIAL LABELS
10.1093/jcr/ucw013,WOS000397935600010,2016,JCR,CHAXEL AS,"WHY, WHEN, AND HOW PERSONAL CONTROL IMPACTS INFORMATION PROCESSING: A FRAMEWORK"
10.1093/jcr/ucw014,WOS000397936900004,2016,JCR,TRUDEL R;ARGO JJ;MENG MD,THE RECYCLED SELF: CONSUMERS' DISPOSAL DECISIONS OF IDENTITY-LINKED PRODUCTS
10.1093/jcr/ucw015,WOS000397936900005,2016,JCR,GAO H;WINTERICH KP;ZHANG Y,ALL THAT GLITTERS IS NOT GOLD: HOW OTHERS' STATUS INFLUENCES THE EFFECT OF POWER DISTANCE BELIEF ON STATUS CONSUMPTION
10.1093/jcr/ucw016,WOS000397936900006,2016,JCR,KIM S;CHEN RP;ZHANG K,ANTHROPOMORPHIZED HELPERS UNDERMINE AUTONOMY AND ENJOYMENT IN COMPUTER GAMES
10.1093/jcr/ucw017,WOS000397936900003,2016,JCR,ZHANG Y;GAO L,WANTING EVER MORE: ACQUISITION PROCEDURE MOTIVATES CONTINUED REWARD ACQUISITION
10.1093/jcr/ucw018,WOS000397936900009,2016,JCR,KULOW K;KRAMER T,IN PURSUIT OF GOOD KARMA: WHEN CHARITABLE APPEALS TO DO RIGHT GO WRONG
10.1093/jcr/ucw019,WOS000397936900008,2016,JCR,LALWANI AK;FORCUM L,DOES A DOLLAR GET YOU A DOLLAR'S WORTH OF MERCHANDISE? THE IMPACT OF POWER DISTANCE BELIEF ON PRICE-QUALITY JUDGMENTS
10.1093/jcr/ucw020,WOS000397936900007,2016,JCR,YAN D,NUMBERS ARE GENDERED: THE ROLE OF NUMERICAL PRECISION
10.1093/jcr/ucw021,WOS000397936900002,2016,JCR,ETKIN J;MOGILNER C,DOES VARIETY AMONG ACTIVITIES INCREASE HAPPINESS?
10.1093/jcr/ucw023,WOS000397936900001,2016,JCR,JANISZEWSKI C;LABROO AA;RUCKER DD,A TUTORIAL IN CONSUMER RESEARCH: KNOWLEDGE CREATION AND KNOWLEDGE APPRECIATION IN DEDUCTIVE-CONCEPTUAL CONSUMER RESEARCH
10.1093/jcr/ucw031,WOS000397940400004,2016,JCR,VAN DEN BERGH B;HEUVINCK N;SCHELLEKENS I,ALTERING SPEED OF LOCOMOTION
10.1093/jcr/ucw032,WOS000397940400003,2016,JCR,CROLIC C;JANISZEWSKI C,HEDONIC ESCALATION: WHEN FOOD JUST TASTES BETTER AND BETTER
10.1093/jcr/ucw033,WOS000397940400002,2016,JCR,HUANG XI;HUANG ZT;WYER RS,SLOWING DOWN IN THE GOOD OLD DAYS: THE EFFECT OF NOSTALGIA ON CONSUMER PATIENCE
10.1093/jcr/ucw034,WOS000397940400006,2016,JCR,ARENS ZG;HAMILTON RW,WHY FOCUSING ON THE SIMILARITY OF SUBSTITUTES LEAVES A LOT TO BE DESIRED
10.1093/jcr/ucw035,WOS000397940400001,2016,JCR,NIKOLOVA H;LAMBERTON C,MEN AND THE MIDDLE: GENDER DIFFERENCES IN DYADIC COMPROMISE EFFECTS
10.1093/jcr/ucw036,WOS000397940400005,2016,JCR,HAN D;DUHACHEK A;AGRAWAL N,COPING AND CONSTRUAL LEVEL MATCHING DRIVES HEALTH MESSAGE EFFECTIVENESS VIA RESPONSE EFFICACY OR SELF-EFFICACY ENHANCEMENT
10.1093/jcr/ucw037,WOS000397940400007,2016,JCR,KETTLE KL;TRUDEL R;BLANCHARD SJ;HAUBL G,REPAYMENT CONCENTRATION AND CONSUMER MOTIVATION TO GET OUT OF DEBT
10.1093/jcr/ucw038,WOS000397943100002,2016,JCR,FIGUEIREDO B;SCARABOTO D,THE SYSTEMIC CREATION OF VALUE THROUGH CIRCULATION IN COLLABORATIVE CONSUMER NETWORKS
10.1093/jcr/ucw039,WOS000397940400008,2016,JCR,RAHINEL R;NELSON NM,WHEN BRAND LOGOS DESCRIBE THE ENVIRONMENT: DESIGN INSTABILITY AND THE UTILITY OF SAFETY-ORIENTED PRODUCTS
10.1093/jcr/ucw042,WOS000397943100003,2016,JCR,VANBERGEN N;LARAN J,LOSS OF CONTROL AND SELF-REGULATION: THE ROLE OF CHILDHOOD LESSONS
10.1093/jcr/ucw043,WOS000407202400001,2017,JCR,WILLIAMS LE;POEHLMAN TA,CONCEPTUALIZING CONSCIOUSNESS IN CONSUMER RESEARCH
10.1093/jcr/ucw044,WOS000397943100005,2016,JCR,BROUGH AR;WILKIE JEB;MA J;ISAAC MS;GAL D,IS ECO-FRIENDLY UNMANLY? THE GREEN-FEMININE STEREOTYPE AND ITS EFFECT ON SUSTAINABLE CONSUMPTION
10.1093/jcr/ucw045,WOS000397943100007,2016,JCR,YAN D;SENGUPTA J;HONG J,WHY DOES PSYCHOLOGICAL DISTANCE INFLUENCE CONSTRUAL LEVEL? THE ROLE OF PROCESSING MODE
10.1093/jcr/ucw046,WOS000397943100009,2016,JCR,MITTAL C;GRISKEVICIUS V,SILVER SPOONS AND PLATINUM PLANS: HOW CHILDHOOD ENVIRONMENT AFFECTS ADULT HEALTH CARE DECISIONS
10.1093/jcr/ucw047,WOS000397943100001,2016,JCR,GIESLER M;THOMPSON CJ,PROCESS THEORIZATION IN CULTURAL CONSUMER RESEARCH
10.1093/jcr/ucw048,WOS000397943100004,2016,JCR,FAJARDO TM;ZHANG J;TSIROS M,THE CONTINGENT NATURE OF THE SYMBOLIC ASSOCIATIONS OF VISUAL DESIGN ELEMENTS: THE CASE OF BRAND LOGO FRAMES
10.1093/jcr/ucw049,WOS000397943100008,2016,JCR,SOKOLOVA T;KRISHNA A,TAKE IT OR LEAVE IT: HOW CHOOSING VERSUS REJECTING ALTERNATIVES AFFECTS INFORMATION PROCESSING
